TransNo,Tr_Type,Payment_Receipt,EntryDate,Vs_Dt,SrNo,AccCode,Amount,DRCR,PartyCode,RecoDt,ShareEntered,EntryNo
BB2201-000018       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,63.00,CR,000008,NULL,NULL,BB2201-000018       
BB2201-000018       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1737,63.00,DR,000252,NULL,NULL,BB2201-000018       
BB2201-000019       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,3000.00,CR,000008,NULL,NULL,BB2201-000019       
BB2201-000019       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1717,3000.00,DR,000232,NULL,NULL,BB2201-000019       
BB2201-000020       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,6700.00,CR,000008,NULL,NULL,BB2201-000020       
BB2201-000020       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1663,6700.00,DR,000178,NULL,NULL,BB2201-000020       
BB2201-000022       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000022       
BB2201-000022       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000022       
CB2201-000006       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000006       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000006       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000006       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000024       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000024       
BB2201-000024       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000024       
BB2201-000026       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000026       
BB2201-000026       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000026       
BB2201-000029       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,292.00,CR,000019,NULL,NULL,BB2201-000029       
BB2201-000029       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,292.00,DR,000299,NULL,NULL,BB2201-000029       
BB2201-000031       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,302813.00,CR,000019,NULL,NULL,BB2201-000031       
BB2201-000031       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,300000.00,DR,000253,NULL,NULL,BB2201-000031       
BB2201-000031       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1871,2813.00,DR,000297,NULL,NULL,BB2201-000031       
BB2201-000032       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,100683.00,CR,000019,NULL,NULL,BB2201-000032       
BB2201-000032       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,100000.00,DR,000253,NULL,NULL,BB2201-000032       
BB2201-000032       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1871,683.00,DR,000297,NULL,NULL,BB2201-000032       
JV2201-000005       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,200000.00,DR,000043,NULL,NULL,NULL
JV2201-000005       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000005       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1716,5204.00,CR,000231,NULL,NULL,NULL
JV2201-000005       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,1750.00,CR,000151,NULL,NULL,NULL
JV2201-000005       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1620,192371.00,CR,000135,NULL,NULL,NULL
BB2201-000040       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,8050.00,CR,000019,NULL,NULL,BB2201-000040       
BB2201-000040       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1615,8050.00,DR,000130,NULL,NULL,BB2201-000040       
JV2201-000012       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1739,100000.00,DR,000254,NULL,NULL,NULL
JV2201-000012       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1872,8050.00,DR,000298,NULL,NULL,NULL
JV2201-000012       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1739,100000.00,CR,000254,NULL,NULL,NULL
JV2201-000012       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1615,8050.00,CR,000130,NULL,NULL,NULL
BB2201-000042       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,3301.00,CR,000019,NULL,NULL,BB2201-000042       
BB2201-000042       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1615,3301.00,DR,000130,NULL,NULL,BB2201-000042       
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,500000.00,DR,000043,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1601,91984.00,CR,000116,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1512,264818.00,CR,000043,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1636,1679.00,CR,000151,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,6,1517,121100.00,CR,000048,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,7,1641,1048.00,CR,000156,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,8,1510,2000.00,CR,000041,NULL,NULL,NULL
JV2201-000014       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,9,1619,145548.00,CR,000134,NULL,NULL,NULL
CB2201-000009       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000009       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000009       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000009       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000010       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000010       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000010       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000010       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000048       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1488,6000.00,CR,000019,NULL,NULL,BB2201-000048       
BB2201-000048       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1688,6000.00,DR,000203,NULL,NULL,BB2201-000048       
CB2201-000515       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000515       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000515       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000515       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000012       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000012       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000012       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000012       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000036       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,252475.00,CR,000021,NULL,NULL,BB2201-000036       
BB2201-000036       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,252475.00,DR,000135,NULL,NULL,BB2201-000036       
BB2201-000038       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,494950.00,CR,000021,NULL,NULL,BB2201-000038       
BB2201-000038       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,494950.00,DR,000135,NULL,NULL,BB2201-000038       
BB2201-000039       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,301575.00,CR,000021,NULL,NULL,BB2201-000039       
BB2201-000039       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,301575.00,DR,000135,NULL,NULL,BB2201-000039       
CB2201-000013       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000013       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000013       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000013       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000052       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1485,26000.00,DR,000016,NULL,NULL,BB2201-000052       
BB2201-000052       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,26000.00,CR,000043,NULL,NULL,BB2201-000052       
CB2201-000018       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1472,120.00,DR,000003,NULL,NULL,NULL
CB2201-000018       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000018       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000018       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000053       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1486,87200.00,DR,000017,NULL,NULL,BB2201-000053       
BB2201-000053       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1517,87200.00,CR,000048,NULL,NULL,BB2201-000053       
BB2201-000055       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1486,753200.00,DR,000017,NULL,NULL,BB2201-000055       
BB2201-000055       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,586800.00,CR,000043,NULL,NULL,BB2201-000055       
BB2201-000055       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1517,166400.00,CR,000048,NULL,NULL,BB2201-000055       
CB2201-000020       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000020       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000020       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000020       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CE2201-000002       ,8,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1839,12000.00,DR,000266,NULL,NULL,NULL
CE2201-000002       ,8,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,2,1477,12000.00,CR,000008,NULL,NULL,NULL
CB2201-000021       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000021       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000021       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000021       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000057       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1484,494400.00,DR,000015,NULL,NULL,BB2201-000057       
BB2201-000057       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,416000.00,CR,000043,NULL,NULL,BB2201-000057       
BB2201-000057       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1517,72400.00,CR,000048,NULL,NULL,BB2201-000057       
BB2201-000057       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1510,1000.00,CR,000041,NULL,NULL,BB2201-000057       
BB2201-000057       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1511,5000.00,CR,000042,NULL,NULL,BB2201-000057       
BB2201-002604       ,5,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,0,1841,14000.00,DR,000268,NULL,NULL,BB2201-002604       
BB2201-002604       ,5,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,1,1512,14000.00,CR,000043,NULL,NULL,BB2201-002604       
BB2201-002620       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,0,1488,7800.00,CR,000019,NULL,NULL,BB2201-002620       
BB2201-002620       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,1,1615,7800.00,DR,000130,NULL,NULL,BB2201-002620       
BB2201-002621       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,0,1488,314818.00,CR,000019,NULL,NULL,BB2201-002621       
BB2201-002621       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,1,1584,17700.00,DR,000099,NULL,NULL,BB2201-002621       
BB2201-002621       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,2,1601,295273.00,DR,000116,NULL,NULL,BB2201-002621       
BB2201-002621       ,6,NULL,2021-05-11 00:00:00,2021-05-11 00:00:00,3,1658,1845.00,DR,000173,NULL,NULL,BB2201-002621       
CB2201-000023       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000023       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000023       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000023       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
JV2201-000017       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,500000.00,DR,000043,NULL,NULL,NULL
JV2201-000017       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000017       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1636,4375.00,CR,000151,NULL,NULL,NULL
JV2201-000017       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1619,494950.00,CR,000134,NULL,NULL,NULL
CB2201-000024       ,4,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1839,20000.00,CR,000266,NULL,NULL,NULL
CB2201-000024       ,4,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1845,20000.00,DR,000272,NULL,NULL,NULL
BB2201-000061       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,2086.00,DR,000019,NULL,NULL,BB2201-000061       
BB2201-000061       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1920,2086.00,CR,000345,NULL,NULL,BB2201-000061       
BB2201-000062       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,7148.00,DR,000019,NULL,NULL,BB2201-000062       
BB2201-000062       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1920,7148.00,CR,000345,NULL,NULL,BB2201-000062       
CB2201-000027       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1839,10000.00,DR,000266,NULL,NULL,NULL
CB2201-000027       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1512,10000.00,CR,000043,NULL,NULL,NULL
BB2201-000067       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1477,100000.00,DR,000008,NULL,NULL,BB2201-000067       
BB2201-000067       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1739,100000.00,CR,000254,NULL,NULL,BB2201-000067       
CB2201-000028       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000028       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
BB2201-000073       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1488,7771.00,DR,000019,NULL,NULL,BB2201-000073       
BB2201-000073       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1920,7771.00,CR,000345,NULL,NULL,BB2201-000073       
CB2201-000028       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000028       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
JV2201-000018       ,7,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1512,300000.00,DR,000043,NULL,NULL,NULL
